protein_name	model	val_auroc	val_auprc	test_auroc	test_auprc	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed
HNRNPH2	random_forest	0.9987322650848143	0.9975858026077344	0.9983644071284521	0.9971874949582273	9863	3247	3257	9395	19926	0
HNRNPK	logistic_regression	0.9891103678929767	0.9839962726902288	0.9828877005347594	0.9739538509950669	4688	1570	1583	4491	9638	0
HNRNPK	random_forest	0.9894698996655519	0.9838850192579829	0.9820905129728659	0.9731241355180449	4688	1570	1583	4491	9638	0
HNRNPL	logistic_regression	0.9958378035895215	0.9928840721985459	0.9944039420196735	0.9883555069829627	6399	2148	2137	5857	12761	0
HNRNPL	random_forest	0.9971519911206477	0.9955395320089383	0.9950277544031936	0.9907889880813892	6399	2148	2137	5857	12761	0
HNRNPR	logistic_regression	0.9922990505182286	0.9900958740567681	0.9905626669980737	0.9880414399758313	3819	1287	1243	4240	9141	0
HNRNPR	random_forest	0.9956826363219058	0.994309067393586	0.9951583504215084	0.9940943249778106	3819	1287	1243	4240	9141	0
HNRPLL	logistic_regression	0.9912929049237855	0.9865556770433952	0.9876198330156433	0.980193251931844	6721	2204	2240	5924	12824	0
HNRPLL	random_forest	0.9870301568154404	0.9780238514186275	0.9843550693253753	0.9728870320633862	6721	2204	2240	5924	12824	0
HOW	logistic_regression	0.9836012880700182	0.9631674243682561	0.9820824373077048	0.9463089636388112	3792	1262	1258	2945	6341	0
HOW	random_forest	0.9934387459010592	0.9831089301652918	0.9894571338389426	0.9704204006135094	3792	1262	1258	2945	6341	0
HRB27C	logistic_regression	0.9942704539936877	0.9887782814178583	0.9935064356159803	0.9865516377068098	5965	2033	2025	4999	11018	0
HRB27C	random_forest	0.9942174843850007	0.9882261718708072	0.9934819189836742	0.9868993526036087	5965	2033	2025	4999	11018	0
HRB87F	logistic_regression	0.9970968738961498	0.9936097217809781	0.9978196336005667	0.9951882989930093	5783	1949	1900	5196	11380	0
HRB87F	random_forest	0.997668423015032	0.9938302644791366	0.9988074310183843	0.9973467039699667	5783	1949	1900	5196	11380	0
HRB98DE	logistic_regression	0.9954711804644207	0.9911903306702096	0.9970044586544106	0.9940564686700759	5734	1908	1893	5279	11534	0
