protein_name	best_model	auroc	auprc	val_auroc	val_auprc	accuracy	f1	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed	rna_length_mode	split_mode	dataset
RBMS2	logistic_regression	0.8797875	0.7935136189632856	0.9171999999999999	0.8745056322877698	0.8116666666666666	0.7353629976580797	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBMS3	random_forest	0.8879750000000001	0.8467527866192579	0.88735	0.8652945196626868	0.85	0.7692307692307693	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBMY1E	logistic_regression	0.9239125	0.8669199493376386	0.9411375	0.8692552276070717	0.8533333333333334	0.7843137254901961	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBMY1F	random_forest	0.955575	0.9474763979185652	0.9393	0.9236017444892538	0.9183333333333333	0.8765743073047859	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBMY1J	random_forest	0.862525	0.7864195767654982	0.9196124999999999	0.8467880706998374	0.7966666666666666	0.6789473684210526	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBPMS	random_forest	0.997025	0.9939105464097178	0.9787874999999999	0.9741534301947798	0.9516666666666667	0.9320843091334895	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RBPMS2	logistic_regression	0.9961625000000001	0.9901693514995038	0.998825	0.9979010285871784	0.9866666666666667	0.9802955665024631	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RC3H1-construct2	logistic_regression	0.8957499999999999	0.8569691823359682	0.8962124999999999	0.8656669211902697	0.825	0.7494033412887828	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RC3H2	random_forest	0.8362749999999999	0.7764129716001191	0.8626874999999999	0.7902223148609503	0.8066666666666666	0.6759776536312849	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
RNPC3	random_forest	0.946225	0.9247886559889917	0.944075	0.927757515560899	0.8716666666666667	0.817966903073286	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
SART3	random_forest	0.9296875	0.8923349190018929	0.936925	0.9079881286849304	0.8766666666666667	0.8072916666666666	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
SNRNP70	random_forest	0.9324180327868852	0.9613899872196977	0.927020202020202	0.9618026419398249	0.8695652173913043	0.8923076923076924	922	299	322	1000	2000	0	26	honest_60_20_20	htr_selex
SNRPA	random_forest	0.978675	0.9707582445861243	0.9666875	0.9541701681289408	0.9416666666666667	0.9148418491484185	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
SNRPB2	random_forest	0.9382875	0.9189193101085368	0.9610125	0.9362924637951705	0.885	0.8244274809160306	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
TARDBP	logistic_regression	0.9951	0.9943072310021208	0.997575	0.9972398814784976	0.9916666666666667	0.9874686716791979	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
THUMPD1	random_forest	0.958625	0.9273950360253705	0.9554875	0.9296124285630822	0.89	0.8450704225352113	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
YBX1	random_forest	0.9292749999999999	0.9058291662839902	0.9522375	0.9334586998006168	0.8866666666666667	0.826530612244898	1800	600	600	1000	2000	0	40	honest_60_20_20	htr_selex
