protein_name	model	val_auroc	val_auprc	test_auroc	test_auprc	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed
SRSF2	random_forest	0.99195	0.9610760200626043	0.9921125	0.9588909381423102	1800	600	600	1000	2000	0
SRSF4	logistic_regression	0.998575	0.9970163891099993	0.9959374999999999	0.991254387379095	1800	600	600	1000	2000	0
SRSF4	random_forest	0.9982125000000001	0.9955295328604005	0.9981125000000001	0.9951232266094997	1800	600	600	1000	2000	0
SRSF5	logistic_regression	0.99450625	0.9668348502040749	0.9902625	0.9700074382141455	1800	600	600	1000	2000	0
SRSF5	random_forest	0.99585	0.9800372522097001	0.9921000000000001	0.9660174827345217	1800	600	600	1000	2000	0
SRSF8	logistic_regression	0.9966750000000001	0.986513209260458	0.992875	0.9757633107225685	1800	600	600	1000	2000	0
SRSF8	random_forest	0.9975625	0.9928425799776109	0.9928750000000001	0.9754864605524171	1800	600	600	1000	2000	0
SRSF9	logistic_regression	0.9888875	0.9643379115117725	0.9957125	0.9895460109123058	1800	600	600	1000	2000	0
SRSF9	random_forest	0.994	0.9793784966818699	0.9989125	0.9974299447709095	1800	600	600	1000	2000	0
SUCLG1	logistic_regression	0.9958333333333333	0.9964730699353148	1.0	1.0	1032	344	344	1000	720	0
SUCLG1	random_forest	0.9925	0.9922835505434929	1.0	1.0	1032	344	344	1000	720	0
TAF15	logistic_regression	0.99235	0.9707230844436723	0.99985	0.9996995262508807	1800	600	600	1000	2000	0
TAF15	random_forest	0.992625	0.9719332468633965	0.9986875000000001	0.9963187853752795	1800	600	600	1000	2000	0
TARDBP	logistic_regression	0.988725	0.9732689848572348	0.9920625000000001	0.9759077926970868	1800	600	600	1000	2000	0
TARDBP	random_forest	0.9949625000000001	0.9872208326458832	0.9928125	0.9773363782325202	1800	600	600	1000	2000	0
THUMPD1	logistic_regression	0.9994999999999999	0.9989057401345931	0.996825	0.988871161692312	1800	600	600	1000	2000	0
THUMPD1	random_forest	0.999	0.9977567615884632	0.99775	0.9940652700830896	1800	600	600	1000	2000	0
TIA1	logistic_regression	0.996725	0.9910702771789515	0.992525	0.9831054967863956	1800	600	600	1000	2000	0
TIA1	random_forest	0.9990875	0.9981000769834648	0.9965625	0.9918120419127715	1800	600	600	1000	2000	0
