protein_name	best_model	auroc	auprc	val_auroc	val_auprc	accuracy	f1	n_train	n_val	n_test	n_pos	n_neg	n_deduped_removed	rna_length_mode	split_mode	dataset
HNRNPR	random_forest	0.9951583504215084	0.9940943249778106	0.9956826363219058	0.994309067393586	0.9702333065164923	0.9711613406079501	3819	1287	1243	4240	9141	0	38	honest_60_20_20	rnacompete_eukarya
HNRPLL	logistic_regression	0.9876198330156433	0.980193251931844	0.9912929049237855	0.9865556770433952	0.9441964285714286	0.9267721148213239	6721	2204	2240	5924	12824	0	38	honest_60_20_20	rnacompete_eukarya
HOW	random_forest	0.9894571338389426	0.9704204006135094	0.9934387459010592	0.9831089301652918	0.951510333863275	0.9274673008323424	3792	1262	1258	2945	6341	0	38	honest_60_20_20	rnacompete_eukarya
HRB27C	logistic_regression	0.9935064356159803	0.9865516377068098	0.9942704539936877	0.9887782814178583	0.9644444444444444	0.9459459459459459	5965	2033	2025	4999	11018	0	38	honest_60_20_20	rnacompete_eukarya
HRB87F	random_forest	0.9988074310183843	0.9973467039699667	0.997668423015032	0.9938302644791366	0.9742105263157895	0.9601301871440195	5783	1949	1900	5196	11380	0	38	honest_60_20_20	rnacompete_eukarya
HRB98DE	random_forest	0.9978143850928574	0.995478171040049	0.9977950170604519	0.9958105422485186	0.9725303750660328	0.9604863221884499	5734	1908	1893	5279	11534	0	38	honest_60_20_20	rnacompete_eukarya
Hnrnpr	random_forest	0.9960113410257471	0.9928010953308972	0.997233236492632	0.99309489821867	0.9701414353064431	0.963531669865643	5816	1883	1909	5364	11693	0	38	honest_60_20_20	rnacompete_eukarya
Hrp1p	random_forest	0.9722775145957379	0.936934798869505	0.9759221718737578	0.9489851024613764	0.9011791128579449	0.8587479935794543	5220	1786	1781	4192	9244	0	38	honest_60_20_20	rnacompete_eukarya
HuR	logistic_regression	0.9880007346268528	0.9736887039324713	0.990746152347555	0.9775457894849828	0.9564564564564565	0.9421926910299003	6158	1955	1998	6048	13260	0	38	honest_60_20_20	rnacompete_eukarya
IGF2BP2	random_forest	0.9885825215220945	0.9850057289330976	0.9891803568274157	0.9862804780945875	0.9371508379888268	0.9342105263157895	4300	1448	1432	4362	9541	0	38	honest_60_20_20	rnacompete_eukarya
IGF2BP3	random_forest	0.9742509682552173	0.9550631521473697	0.9814795970285947	0.9674589461875263	0.910039113428944	0.8998548621190131	4627	1564	1534	4234	9255	0	38	honest_60_20_20	rnacompete_eukarya
KHDRBS1	random_forest	0.9939207121859491	0.9875663440335429	0.9962139626699665	0.9927312426459578	0.9649122807017544	0.9567496723460026	5731	1848	1881	4949	10817	0	38	honest_60_20_20	rnacompete_eukarya
KHDRBS2	random_forest	0.9913492295258987	0.9819801794879932	0.9893040373492823	0.9750440903971977	0.9580536912751678	0.9448123620309051	5349	1759	1788	4433	9645	0	38	honest_60_20_20	rnacompete_eukarya
KHDRBS3	random_forest	0.9934953625924681	0.9850130860007204	0.9948396044405778	0.9893724380203576	0.965034965034965	0.9552429667519181	5907	2001	2002	5183	11379	0	38	honest_60_20_20	rnacompete_eukarya
LARK	random_forest	0.9934761667497094	0.9788395284345848	0.9945445528186477	0.9845602487514657	0.959731543624161	0.9242105263157895	5428	1775	1788	4801	10580	0	38	honest_60_20_20	rnacompete_eukarya
LIN28A	logistic_regression	0.9882998241724638	0.9763953183871283	0.9909916312352199	0.9807907833304932	0.9497594869053981	0.9274691358024691	5706	1901	1871	5169	11184	0	38	honest_60_20_20	rnacompete_eukarya
Lm_0212	random_forest	0.9965809596414628	0.991591723949591	0.9976886954865462	0.9938600404517501	0.9691964285714286	0.9527720739219713	6803	2265	2240	5265	11470	0	38	honest_60_20_20	rnacompete_eukarya
Lm_0223	random_forest	0.9937969163534985	0.983735613173242	0.9923649742619965	0.978087583887828	0.9525101763907734	0.9304174950298211	6777	2225	2211	5554	12029	0	38	honest_60_20_20	rnacompete_eukarya
Lm_0254	random_forest	0.9941493343101032	0.9847197695884732	0.9965840664569455	0.992103910124752	0.9659300184162063	0.9467625899280575	6488	2116	2172	5247	11319	0	38	honest_60_20_20	rnacompete_eukarya
Lm_0255	logistic_regression	0.9948111234512701	0.9936367519081316	0.990945717317122	0.9888139988814757	0.9678068410462777	0.9664804469273743	4494	1499	1491	4884	10674	0	38	honest_60_20_20	rnacompete_eukarya
MAL13P1.35	random_forest	0.9969884611933888	0.9933818055848573	0.9970995366564988	0.992833494908175	0.9790059982862039	0.9715942028985507	7067	2381	2334	6151	13285	0	38	honest_60_20_20	rnacompete_eukarya
MAL8P1.40	random_forest	0.9918440476190477	0.9892719258719457	0.9929979035639414	0.9891194910790606	0.9556756756756757	0.9499389499389499	5503	1845	1850	5519	12008	0	38	honest_60_20_20	rnacompete_eukarya
MATR3	random_forest	0.990377824858757	0.9837440202324806	0.9938138869763254	0.9881457368054658	0.9454113924050633	0.9298067141403866	3860	1268	1264	3395	7389	0	38	honest_60_20_20	rnacompete_eukarya
MBNL1	random_forest	0.9864854564302701	0.9685271777875923	0.9877339745760798	0.9738679192477107	0.9420849420849421	0.9132947976878613	4564	1544	1554	4040	8597	0	38	honest_60_20_20	rnacompete_eukarya
MEC-8	random_forest	0.9951521618110967	0.9906595731185526	0.9953551672072096	0.9904232586913397	0.9591321897073662	0.9456010745466756	5895	1985	1982	5185	11351	0	38	honest_60_20_20	rnacompete_eukarya
