Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,Input_fastq_1,Input_fastq_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,CLIP_fastq_1,CLIP_fastq_2,CLIP Experiment accession,Barcode 1,Barcode 2
BCCIP_HepG2,BCCIP,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF996LKZ.fastq.gz,ENCFF371GVL.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF287LMI.fastq.gz,ENCFF292ANE.fastq.gz,ENCSR485QCG,A01,B06
CSTF2_HepG2,CSTF2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF413QVJ.fastq.gz,ENCFF900NQN.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF366XCA.fastq.gz,ENCFF180MDZ.fastq.gz,ENCSR384MWO,A01,B06
DKC1_HepG2,DKC1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF793DFG.fastq.gz,ENCFF734WRT.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF850VGF.fastq.gz,ENCFF565YYP.fastq.gz,ENCSR301TFY,A01,B06
DROSHA_HepG2,DROSHA,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF687BMD.fastq.gz,ENCFF064NLH.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF744PVS.fastq.gz,ENCFF673CDP.fastq.gz,ENCSR834YLD,A01,B06
FAM120A_HepG2,FAM120A,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF869DFG.fastq.gz,ENCFF903ZBT.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF545IVO.fastq.gz,ENCFF815UFF.fastq.gz,ENCSR987NYS,A01,B06
FKBP4_HepG2,FKBP4,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF648UKF.fastq.gz,ENCFF143QIL.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF214SWU.fastq.gz,ENCFF437VVV.fastq.gz,ENCSR018ZUE,A01,B06
FUBP3_HepG2,FUBP3,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF414YHF.fastq.gz,ENCFF024OZW.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF442NVV.fastq.gz,ENCFF938RNB.fastq.gz,ENCSR486YGP,A01,B06
HNRNPA1_HepG2,HNRNPA1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF854MYE.fastq.gz,ENCFF483JSE.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF068NOP.fastq.gz,ENCFF224UUW.fastq.gz,ENCSR769UEW,A01,B06
IGF2BP1_HepG2,IGF2BP1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF207TDD.fastq.gz,ENCFF389YBN.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF437VOG.fastq.gz,ENCFF539YWE.fastq.gz,ENCSR744GEU,A01,B06
IGF2BP3_HepG2,IGF2BP3,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF742YFO.fastq.gz,ENCFF843CUY.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF518ZYS.fastq.gz,ENCFF333RHN.fastq.gz,ENCSR993OLA,A01,B06
NKRF_HepG2,NKRF,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF374APS.fastq.gz,ENCFF837GYT.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF661HMQ.fastq.gz,ENCFF430JKC.fastq.gz,ENCSR277DEO,A01,B06
PCBP2_HepG2,PCBP2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF837BRE.fastq.gz,ENCFF130FRI.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF332NKK.fastq.gz,ENCFF893VXG.fastq.gz,ENCSR339FUY,A01,B06
POLR2G_HepG2,POLR2G,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF365RSB.fastq.gz,ENCFF534IGJ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF497VHY.fastq.gz,ENCFF086EHM.fastq.gz,ENCSR820WHR,A01,B06
PRPF8_HepG2,PRPF8,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF998PYJ.fastq.gz,ENCFF025IVF.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF507XFA.fastq.gz,ENCFF770UHE.fastq.gz,ENCSR121NVA,A01,B06
RBFOX2_HepG2,RBFOX2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF264UQQ.fastq.gz,ENCFF648TWD.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF172GUS.fastq.gz,ENCFF647KDW.fastq.gz,ENCSR987FTF,A01,B06
RBM5_HepG2,RBM5,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF783GFR.fastq.gz,ENCFF021GAP.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF391YUD.fastq.gz,ENCFF253SAE.fastq.gz,ENCSR489ABS,A01,B06
SAFB_HepG2,SAFB,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF147POJ.fastq.gz,ENCFF184MJQ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF272SVX.fastq.gz,ENCFF134UTH.fastq.gz,ENCSR337XGI,A01,B06
SDAD1_HepG2,SDAD1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF942DWN.fastq.gz,ENCFF908FHY.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF522VGK.fastq.gz,ENCFF861PYS.fastq.gz,ENCSR050BDZ,A01,B06
SF3B4_HepG2,SF3B4,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF772NLB.fastq.gz,ENCFF673XBX.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF992GNI.fastq.gz,ENCFF869UXX.fastq.gz,ENCSR279UJF,A01,B06
SLTM_HepG2,SLTM,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF995SCZ.fastq.gz,ENCFF489KGX.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF065END.fastq.gz,ENCFF142LPF.fastq.gz,ENCSR351PVI,A01,B06
SMNDC1_HepG2,SMNDC1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF040CHT.fastq.gz,ENCFF993KFQ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF643XEW.fastq.gz,ENCFF963AVW.fastq.gz,ENCSR373ODC,A01,B06
SRSF1_HepG2,SRSF1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF614VTZ.fastq.gz,ENCFF831COI.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF017IOI.fastq.gz,ENCFF851FZF.fastq.gz,ENCSR989VIY,A01,B06
SRSF7_HepG2,SRSF7,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF611KBN.fastq.gz,ENCFF043KVQ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF619RHU.fastq.gz,ENCFF605JFT.fastq.gz,ENCSR513NDD,A01,B06
TAF15_HepG2,TAF15,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF832HQP.fastq.gz,ENCFF612XKJ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF456KCB.fastq.gz,ENCFF718IXR.fastq.gz,ENCSR841EQA,A01,B06
TIA1_HepG2,TIA1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF678FPJ.fastq.gz,ENCFF805EWQ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF482SRR.fastq.gz,ENCFF506BUC.fastq.gz,ENCSR623VEQ,A01,B06
TROVE2_HepG2,TROVE2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF456RUG.fastq.gz,ENCFF465JRJ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF476NYI.fastq.gz,ENCFF049UNM.fastq.gz,ENCSR993FMY,A01,B06
U2AF2_HepG2,U2AF2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF156ZDE.fastq.gz,ENCFF939YLN.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF565HKG.fastq.gz,ENCFF559BLA.fastq.gz,ENCSR202BFN,A01,B06
UPF1_HepG2,UPF1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF159XFE.fastq.gz,ENCFF257MNA.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF022DHH.fastq.gz,ENCFF943HIX.fastq.gz,ENCSR539BEV,A01,B06
XRCC6_HepG2,XRCC6,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF656XSL.fastq.gz,ENCFF574XRV.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF464GUK.fastq.gz,ENCFF632XDW.fastq.gz,ENCSR571ROL,A01,B06
ZNF800_HepG2,ZNF800,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF356RSL.fastq.gz,ENCFF362SXF.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF160MKE.fastq.gz,ENCFF343DKZ.fastq.gz,ENCSR685AUR,A01,B06
AQR_HepG2,AQR,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF862RKC.fastq.gz,ENCFF746PPV.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF019WXR.fastq.gz,ENCFF166EBF.fastq.gz,ENCSR018WPY,A03,G07
BUD13_HepG2,BUD13,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF908SIL.fastq.gz,ENCFF582HAW.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF363NIE.fastq.gz,ENCFF918HTG.fastq.gz,ENCSR830BSQ,A03,G07
CSTF2T_HepG2,CSTF2T,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF094OOZ.fastq.gz,ENCFF895RAR.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF762UXF.fastq.gz,ENCFF093WJU.fastq.gz,ENCSR919HSE,A03,G07
G3BP1_HepG2,G3BP1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF483ETG.fastq.gz,ENCFF574CCO.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF557CZU.fastq.gz,ENCFF342WGS.fastq.gz,ENCSR721HPX,A03,G07
GTF2F1_HepG2,GTF2F1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF595TEO.fastq.gz,ENCFF251NBU.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF613QDB.fastq.gz,ENCFF321BPE.fastq.gz,ENCSR265ZIS,A03,G07
HNRNPU_HepG2,HNRNPU,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF962DLT.fastq.gz,ENCFF149QMI.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF383SFO.fastq.gz,ENCFF739PWI.fastq.gz,ENCSR240MVJ,A03,G07
ILF3_HepG2,ILF3,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF489GBW.fastq.gz,ENCFF500NQE.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF479BNC.fastq.gz,ENCFF431PMM.fastq.gz,ENCSR786TSC,A03,G07
KHSRP_HepG2,KHSRP,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF638CND.fastq.gz,ENCFF665FHS.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF950SML.fastq.gz,ENCFF840EOA.fastq.gz,ENCSR366DGX,A03,G07
LARP4_HepG2,LARP4,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF512AHQ.fastq.gz,ENCFF649CHF.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF365UUW.fastq.gz,ENCFF276CTM.fastq.gz,ENCSR805SRN,A03,G07
LIN28B_HepG2,LIN28B,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF439RMU.fastq.gz,ENCFF436NGE.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF916HAS.fastq.gz,ENCFF459WIT.fastq.gz,ENCSR861GYE,A03,G07
NCBP2_HepG2,NCBP2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF304ECY.fastq.gz,ENCFF016MTU.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF731KNX.fastq.gz,ENCFF838SXG.fastq.gz,ENCSR018RVZ,A03,G07
RBM22_HepG2,RBM22,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF273WXJ.fastq.gz,ENCFF936IFL.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF125EJB.fastq.gz,ENCFF210HLS.fastq.gz,ENCSR456JJQ,A03,G07
RPS3_HepG2,RPS3,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF457ZQN.fastq.gz,ENCFF779VXI.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF574FKW.fastq.gz,ENCFF048FYV.fastq.gz,ENCSR766FAC,A03,G07
SND1_HepG2,SND1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF354GQD.fastq.gz,ENCFF431GGI.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF886NVW.fastq.gz,ENCFF169YJW.fastq.gz,ENCSR061EVO,A03,G07
AGGF1_HepG2,AGGF1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF794KAP.fastq.gz,ENCFF782ZJI.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF208VFO.fastq.gz,ENCFF164QUS.fastq.gz,ENCSR543TPH,A04,F05
AKAP1_HepG2,AKAP1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF956TUZ.fastq.gz,ENCFF378CCG.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF672HYO.fastq.gz,ENCFF075DAU.fastq.gz,ENCSR356ZMO,A04,F05
BCLAF1_HepG2,BCLAF1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF096GCS.fastq.gz,ENCFF173AOK.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF463HOI.fastq.gz,ENCFF695FAB.fastq.gz,ENCSR876EYA,A04,F05
CDC40_HepG2,CDC40,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF238HQO.fastq.gz,ENCFF188PUE.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF359LZO.fastq.gz,ENCFF570ACD.fastq.gz,ENCSR815VVI,A04,F05
DDX3X_HepG2,DDX3X,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF060CDK.fastq.gz,ENCFF220JYP.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF484KWX.fastq.gz,ENCFF244ADV.fastq.gz,ENCSR648LAH,A04,F05
DDX52_HepG2,DDX52,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF258COW.fastq.gz,ENCFF065PGK.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF479WLK.fastq.gz,ENCFF939HML.fastq.gz,ENCSR970FEW,A04,F05
DDX55_HepG2,DDX55,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF426NRC.fastq.gz,ENCFF284VKE.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF669BXQ.fastq.gz,ENCFF802XHE.fastq.gz,ENCSR845VGB,A04,F05
DDX59_HepG2,DDX59,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF993FHX.fastq.gz,ENCFF678SWO.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF735YZN.fastq.gz,ENCFF298QDG.fastq.gz,ENCSR214BZA,A04,F05
DGCR8_HepG2,DGCR8,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF869IBS.fastq.gz,ENCFF225SLP.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF905UKZ.fastq.gz,ENCFF347OGO.fastq.gz,ENCSR061SZV,A04,F05
DHX30_HepG2,DHX30,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF618ASS.fastq.gz,ENCFF342RNA.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF797NFN.fastq.gz,ENCFF969FSD.fastq.gz,ENCSR565DGW,A04,F05
EIF3D_HepG2,EIF3D,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF576RGH.fastq.gz,ENCFF432GMP.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF851SIK.fastq.gz,ENCFF329LNT.fastq.gz,ENCSR041NUV,A04,F05
FASTKD2_HepG2,FASTKD2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF189FJO.fastq.gz,ENCFF202HGO.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF891HJO.fastq.gz,ENCFF540UVX.fastq.gz,ENCSR023UHL,A04,F05
GRSF1_HepG2,GRSF1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF015RNL.fastq.gz,ENCFF632IKX.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF948LDL.fastq.gz,ENCFF886HXX.fastq.gz,ENCSR668MJX,A04,F05
GRWD1_HepG2,GRWD1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF305DED.fastq.gz,ENCFF138IDT.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF500BLJ.fastq.gz,ENCFF874PLO.fastq.gz,ENCSR893NWB,A04,F05
HLTF_HepG2,HLTF,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF272ZVR.fastq.gz,ENCFF816KHR.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF992EIC.fastq.gz,ENCFF622ZDB.fastq.gz,ENCSR647HOX,A04,F05
LSM11_HepG2,LSM11,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF356BGH.fastq.gz,ENCFF369YVX.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF407UHQ.fastq.gz,ENCFF453KFP.fastq.gz,ENCSR135VMS,A04,F05
NIP7_HepG2,NIP7,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF850JPJ.fastq.gz,ENCFF023VWU.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF125GZY.fastq.gz,ENCFF134AMO.fastq.gz,ENCSR361OCV,A04,F05
NOL12_HepG2,NOL12,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF847HXV.fastq.gz,ENCFF635VEP.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF483TJU.fastq.gz,ENCFF765OCP.fastq.gz,ENCSR820DQJ,A04,F05
NOLC1_HepG2,NOLC1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF200IHY.fastq.gz,ENCFF134DMB.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF537BAJ.fastq.gz,ENCFF161CIM.fastq.gz,ENCSR194HZU,A04,F05
PPIG_HepG2,PPIG,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF825NBG.fastq.gz,ENCFF469MCT.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF647KKB.fastq.gz,ENCFF193XUL.fastq.gz,ENCSR097NEE,A04,F05
QKI_HepG2,QKI,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF974DXZ.fastq.gz,ENCFF702IDH.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF444DES.fastq.gz,ENCFF746GSO.fastq.gz,ENCSR570WLM,A04,F05
RBM15_HepG2,RBM15,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF314IKA.fastq.gz,ENCFF882PYI.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF060IFR.fastq.gz,ENCFF172MCY.fastq.gz,ENCSR754NDA,A04,F05
SF3A3_HepG2,SF3A3,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF337AFM.fastq.gz,ENCFF370RMU.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF507QFP.fastq.gz,ENCFF358LEO.fastq.gz,ENCSR331MIC,A04,F05
SSB_HepG2,SSB,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF291AXK.fastq.gz,ENCFF634ZXH.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF916XEL.fastq.gz,ENCFF432KDL.fastq.gz,ENCSR352STY,A04,F05
SUGP2_HepG2,SUGP2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF126HSC.fastq.gz,ENCFF598EKW.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF451TDR.fastq.gz,ENCFF873UBU.fastq.gz,ENCSR506UPY,A04,F05
SUPV3L1_HepG2,SUPV3L1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF258APN.fastq.gz,ENCFF708EUI.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF956CPQ.fastq.gz,ENCFF728OEM.fastq.gz,ENCSR580MFX,A04,F05
TBRG4_HepG2,TBRG4,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF727FEM.fastq.gz,ENCFF312KNQ.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF085PRU.fastq.gz,ENCFF447XXS.fastq.gz,ENCSR916SRV,A04,F05
U2AF1_HepG2,U2AF1,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF036XAD.fastq.gz,ENCFF189CPD.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF222RBX.fastq.gz,ENCFF084CWF.fastq.gz,ENCSR328LLU,A04,F05
UCHL5_HepG2,UCHL5,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF196BNM.fastq.gz,ENCFF269WBT.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF322VWH.fastq.gz,ENCFF101IOW.fastq.gz,ENCSR490IEE,A04,F05
UTP18_HepG2,UTP18,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF811ZGE.fastq.gz,ENCFF812WIZ.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF555EML.fastq.gz,ENCFF466WOW.fastq.gz,ENCSR488JKQ,A04,F05
WDR43_HepG2,WDR43,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF274FAE.fastq.gz,ENCFF535EYW.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF503AHN.fastq.gz,ENCFF133XVB.fastq.gz,ENCSR085JPB,A04,F05
XPO5_HepG2,XPO5,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF161GQY.fastq.gz,ENCFF491CRL.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF039NQM.fastq.gz,ENCFF865ZYB.fastq.gz,ENCSR921SXC,A04,F05
XRN2_HepG2,XRN2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF147FKV.fastq.gz,ENCFF947NEA.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF008SMT.fastq.gz,ENCFF017XXT.fastq.gz,ENCSR655NZA,A04,F05
YBX3_HepG2,YBX3,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF706KON.fastq.gz,ENCFF798TFX.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF070GQY.fastq.gz,ENCFF593QXS.fastq.gz,ENCSR735HOK,A04,F05
ZC3H11A_HepG2,ZC3H11A,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF612GEW.fastq.gz,ENCFF854LFS.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF058CEF.fastq.gz,ENCFF458RXV.fastq.gz,ENCSR907GUB,A04,F05
EIF3H_HepG2,EIF3H,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF183PTD.fastq.gz,ENCFF901JEH.fastq.gz,1,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF834HXI.fastq.gz,ENCFF146VOH.fastq.gz,ENCSR916XIV,C01,D08fixed
FXR2_HepG2,FXR2,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF052EKD.fastq.gz,ENCFF160EHF.fastq.gz,1,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF733GMZ.fastq.gz,ENCFF300OPL.fastq.gz,ENCSR973HOJ,C01,D08fixed
HNRNPC_HepG2,HNRNPC,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF412YDY.fastq.gz,ENCFF357SNM.fastq.gz,1,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF584MZO.fastq.gz,ENCFF040BGS.fastq.gz,ENCSR550DVK,C01,D08fixed
HNRNPK_HepG2,HNRNPK,HepG2,1,fwd_encode3.fasta,RiL19.fasta,ENCFF060FDD.fastq.gz,ENCFF555OUH.fastq.gz,1,fwd_encode3.fasta,C01_D08fixed.fasta,ENCFF016HQT.fastq.gz,ENCFF120AAW.fastq.gz,ENCSR828ZID,C01,D08fixed
