Experiment,Sample,Cells,Input_replicate,Input_adapter_1,Input_adapter_2,Input_fastq_1,Input_fastq_2,CLIP_replicate,CLIP_adapter_1,CLIP_adapter_2,CLIP_fastq_1,CLIP_fastq_2,CLIP Experiment accession,Barcode 1,Barcode 2
AKAP8L_K562,AKAP8L,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF741GZP.fastq.gz,ENCFF534UAZ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF941NZR.fastq.gz,ENCFF443KRX.fastq.gz,ENCSR206RXT,A01,B06
BUD13_K562,BUD13,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF818MIM.fastq.gz,ENCFF593CTK.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF545BFR.fastq.gz,ENCFF912DJK.fastq.gz,ENCSR663WES,A01,B06
CPSF6_K562,CPSF6,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF887HZS.fastq.gz,ENCFF523STK.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF776TRJ.fastq.gz,ENCFF394FNH.fastq.gz,ENCSR532VUB,A01,B06
CSTF2T_K562,CSTF2T,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF271URZ.fastq.gz,ENCFF599GSZ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF305FQD.fastq.gz,ENCFF251DNT.fastq.gz,ENCSR840DRD,A01,B06
DDX21_K562,DDX21,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF790GSX.fastq.gz,ENCFF953OQX.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF671GCD.fastq.gz,ENCFF946SJB.fastq.gz,ENCSR040QLV,A01,B06
DDX24_K562,DDX24,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF113HCY.fastq.gz,ENCFF739MOT.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF692JAV.fastq.gz,ENCFF661UCF.fastq.gz,ENCSR999WKT,A01,B06
DDX3X_K562,DDX3X,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF006DQH.fastq.gz,ENCFF768GAB.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF151JUK.fastq.gz,ENCFF029BAQ.fastq.gz,ENCSR930BZL,A01,B06
DDX42_K562,DDX42,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF409TRK.fastq.gz,ENCFF037AIE.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF196YUL.fastq.gz,ENCFF092NLI.fastq.gz,ENCSR576SHT,A01,B06
DDX6_K562,DDX6,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF301TAX.fastq.gz,ENCFF510SNL.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF024VZT.fastq.gz,ENCFF163DCH.fastq.gz,ENCSR893EFU,A01,B06
DROSHA_K562,DROSHA,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF018AVT.fastq.gz,ENCFF004HVL.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF073ILV.fastq.gz,ENCFF307CXZ.fastq.gz,ENCSR653HQC,A01,B06
EWSR1_K562,EWSR1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF110AGV.fastq.gz,ENCFF130YYP.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF797UGN.fastq.gz,ENCFF514NRD.fastq.gz,ENCSR887LPK,A01,B06
EXOSC5_K562,EXOSC5,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF156NIJ.fastq.gz,ENCFF577TAB.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF609MDJ.fastq.gz,ENCFF293TAU.fastq.gz,ENCSR013CTQ,A01,B06
FASTKD2_K562,FASTKD2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF507IXS.fastq.gz,ENCFF197INO.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF724UQB.fastq.gz,ENCFF111XRA.fastq.gz,ENCSR887FHF,A01,B06
GNL3_K562,GNL3,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF720COV.fastq.gz,ENCFF892UQR.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF424ZQP.fastq.gz,ENCFF509YYT.fastq.gz,ENCSR301UQM,A01,B06
GPKOW_K562,GPKOW,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF821KVN.fastq.gz,ENCFF216XJZ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF776RIX.fastq.gz,ENCFF062JEH.fastq.gz,ENCSR647CLF,A01,B06
HLTF_K562,HLTF,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF767CEO.fastq.gz,ENCFF089OYZ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF325PJW.fastq.gz,ENCFF442CAN.fastq.gz,ENCSR589YHM,A01,B06
HNRNPA1_K562,HNRNPA1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF895XZY.fastq.gz,ENCFF872NAM.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF107UYK.fastq.gz,ENCFF546OAU.fastq.gz,ENCSR154HRN,A01,B06
HNRNPM_K562,HNRNPM,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF018ESM.fastq.gz,ENCFF589IKK.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF169FPF.fastq.gz,ENCFF024KBB.fastq.gz,ENCSR412NOW,A01,B06
HNRNPU_K562,HNRNPU,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF487SZW.fastq.gz,ENCFF300GEY.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF089LNF.fastq.gz,ENCFF253HOY.fastq.gz,ENCSR520BZQ,A01,B06
HNRNPUL1_K562,HNRNPUL1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF129UTE.fastq.gz,ENCFF207FLE.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF621CZT.fastq.gz,ENCFF342XLD.fastq.gz,ENCSR571VHI,A01,B06
IGF2BP1_K562,IGF2BP1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF592FNJ.fastq.gz,ENCFF672RWL.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF399XVR.fastq.gz,ENCFF088JXR.fastq.gz,ENCSR975KIR,A01,B06
LARP4_K562,LARP4,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF246ZNB.fastq.gz,ENCFF586LZV.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF984MPJ.fastq.gz,ENCFF780ORI.fastq.gz,ENCSR888YTT,A01,B06
LARP7_K562,LARP7,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF476ASR.fastq.gz,ENCFF967IQR.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF905YHV.fastq.gz,ENCFF327HGP.fastq.gz,ENCSR456KXI,A01,B06
METAP2_K562,METAP2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF832UNJ.fastq.gz,ENCFF591UZM.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF136TZL.fastq.gz,ENCFF385LMB.fastq.gz,ENCSR303OQD,A01,B06
MTPAP_K562,MTPAP,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF803XPM.fastq.gz,ENCFF088TKT.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF962AUM.fastq.gz,ENCFF169NFE.fastq.gz,ENCSR200DKE,A01,B06
NPM1_K562,NPM1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF040BAA.fastq.gz,ENCFF209VJW.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF217PBP.fastq.gz,ENCFF996KND.fastq.gz,ENCSR867DSZ,A01,B06
NSUN2_K562,NSUN2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF489IRY.fastq.gz,ENCFF645ZNG.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF149VKG.fastq.gz,ENCFF877FZZ.fastq.gz,ENCSR081JYH,A01,B06
PPIL4_K562,PPIL4,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF221USS.fastq.gz,ENCFF932XAN.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF045ANJ.fastq.gz,ENCFF427FOO.fastq.gz,ENCSR197INS,A01,B06
PTBP1_K562,PTBP1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF905RDN.fastq.gz,ENCFF960RXN.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF019TEQ.fastq.gz,ENCFF689XJE.fastq.gz,ENCSR981WKN,A01,B06
QKI_K562,QKI,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF620NEF.fastq.gz,ENCFF647NVG.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF823SQL.fastq.gz,ENCFF120WPV.fastq.gz,ENCSR366YOG,A01,B06
RBM22_K562,RBM22,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF672MVA.fastq.gz,ENCFF135PIG.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF981SGX.fastq.gz,ENCFF999SQE.fastq.gz,ENCSR295OKT,A01,B06
RPS3_K562,RPS3,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF744CGY.fastq.gz,ENCFF672BYS.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF111EUR.fastq.gz,ENCFF209JOZ.fastq.gz,ENCSR120EAR,A01,B06
SAFB_K562,SAFB,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF085YZL.fastq.gz,ENCFF855ENR.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF484YDH.fastq.gz,ENCFF983WHV.fastq.gz,ENCSR484LAB,A01,B06
SAFB2_K562,SAFB2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF698YHW.fastq.gz,ENCFF598NHN.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF820EYG.fastq.gz,ENCFF878YBB.fastq.gz,ENCSR943MHU,A01,B06
SF3B4_K562,SF3B4,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF492WZW.fastq.gz,ENCFF802HAI.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF036ZJT.fastq.gz,ENCFF063MAF.fastq.gz,ENCSR267OLV,A01,B06
SLBP_K562,SLBP,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF494AAJ.fastq.gz,ENCFF296EON.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF192LYD.fastq.gz,ENCFF929QLP.fastq.gz,ENCSR483NOP,A01,B06
SLTM_K562,SLTM,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF864EZE.fastq.gz,ENCFF699JUE.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF334ONA.fastq.gz,ENCFF506XBB.fastq.gz,ENCSR000SSH,A01,B06
SND1_K562,SND1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF056XTI.fastq.gz,ENCFF711IGJ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF237HET.fastq.gz,ENCFF128MAP.fastq.gz,ENCSR128VXC,A01,B06
SRSF1_K562,SRSF1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF017BEN.fastq.gz,ENCFF376PZO.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF776RIU.fastq.gz,ENCFF632XBD.fastq.gz,ENCSR432XUP,A01,B06
SRSF7_K562,SRSF7,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF394FLG.fastq.gz,ENCFF770WMT.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF077YYE.fastq.gz,ENCFF447CPA.fastq.gz,ENCSR468FSW,A01,B06
TARDBP_K562,TARDBP,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF558NTZ.fastq.gz,ENCFF333DTJ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF734UEC.fastq.gz,ENCFF147JYD.fastq.gz,ENCSR584TCR,A01,B06
TIA1_K562,TIA1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF504YTU.fastq.gz,ENCFF441RYK.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF893QVN.fastq.gz,ENCFF820BWG.fastq.gz,ENCSR057DWB,A01,B06
TRA2A_K562,TRA2A,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF057LEI.fastq.gz,ENCFF169EQC.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF917GQR.fastq.gz,ENCFF116QDH.fastq.gz,ENCSR365NVO,A01,B06
U2AF1_K562,U2AF1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF704DIO.fastq.gz,ENCFF690PIW.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF936MBM.fastq.gz,ENCFF663SQD.fastq.gz,ENCSR862QCH,A01,B06
U2AF2_K562,U2AF2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF325JZX.fastq.gz,ENCFF303MYY.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF567UMG.fastq.gz,ENCFF886IXX.fastq.gz,ENCSR893RAV,A01,B06
UCHL5_K562,UCHL5,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF434XME.fastq.gz,ENCFF545RPT.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF096AKL.fastq.gz,ENCFF787FER.fastq.gz,ENCSR349KMG,A01,B06
WDR43_K562,WDR43,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF855XKN.fastq.gz,ENCFF407AXQ.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF899IIA.fastq.gz,ENCFF522XKE.fastq.gz,ENCSR349CMI,A01,B06
WRN_K562,WRN,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF467KQF.fastq.gz,ENCFF137BBS.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF553UKA.fastq.gz,ENCFF137XEJ.fastq.gz,ENCSR038JME,A01,B06
XRCC6_K562,XRCC6,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF314GJB.fastq.gz,ENCFF018HDR.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF701NLR.fastq.gz,ENCFF830OQL.fastq.gz,ENCSR258QKO,A01,B06
XRN2_K562,XRN2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF624VHF.fastq.gz,ENCFF449OPY.fastq.gz,1,fwd_encode3.fasta,A01_B06.fasta,ENCFF032DOJ.fastq.gz,ENCFF107DSH.fastq.gz,ENCSR657TZB,A01,B06
AARS_K562,AARS,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF159ZFD.fastq.gz,ENCFF595YFZ.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF315MYF.fastq.gz,ENCFF698SDU.fastq.gz,ENCSR825SVO,A03,G07
ABCF1_K562,ABCF1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF022GWO.fastq.gz,ENCFF039OUK.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF087VMD.fastq.gz,ENCFF212LWQ.fastq.gz,ENCSR089BXO,A03,G07
AGGF1_K562,AGGF1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF725ITK.fastq.gz,ENCFF934XSG.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF505DQW.fastq.gz,ENCFF243EOW.fastq.gz,ENCSR725ARB,A03,G07
AKAP1_K562,AKAP1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF208EFX.fastq.gz,ENCFF317MHT.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF916SOX.fastq.gz,ENCFF013IBR.fastq.gz,ENCSR177QQY,A03,G07
AQR_K562,AQR,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF671DQC.fastq.gz,ENCFF759FOS.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF053NWA.fastq.gz,ENCFF441OJX.fastq.gz,ENCSR606BPV,A03,G07
CPEB4_K562,CPEB4,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF732JDY.fastq.gz,ENCFF296WZS.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF445MTV.fastq.gz,ENCFF423MRZ.fastq.gz,ENCSR046JHH,A03,G07
DGCR8_K562,DGCR8,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF389CTP.fastq.gz,ENCFF933TIF.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF969KXX.fastq.gz,ENCFF162KZD.fastq.gz,ENCSR947JVR,A03,G07
EIF3G_K562,EIF3G,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF539DGJ.fastq.gz,ENCFF743HXX.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF548DYX.fastq.gz,ENCFF908IVH.fastq.gz,ENCSR023PKW,A03,G07
FMR1_K562,FMR1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF495FSA.fastq.gz,ENCFF524AJF.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF647ULQ.fastq.gz,ENCFF111LIY.fastq.gz,ENCSR331VNX,A03,G07
FUS_K562,FUS,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF128HQK.fastq.gz,ENCFF084ZXT.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF307BRQ.fastq.gz,ENCFF841ZLV.fastq.gz,ENCSR069EVH,A03,G07
FXR2_K562,FXR2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF277PAA.fastq.gz,ENCFF508IIT.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF390XNM.fastq.gz,ENCFF179VQL.fastq.gz,ENCSR224QWC,A03,G07
GRWD1_K562,GRWD1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF398EKK.fastq.gz,ENCFF214CCK.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF248ZFV.fastq.gz,ENCFF569HJH.fastq.gz,ENCSR999YGP,A03,G07
HNRNPC_K562,HNRNPC,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF309BBY.fastq.gz,ENCFF143NLE.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF734JPC.fastq.gz,ENCFF149LRA.fastq.gz,ENCSR249ROI,A03,G07
HNRNPK_K562,HNRNPK,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF223QBU.fastq.gz,ENCFF280QZL.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF335HRO.fastq.gz,ENCFF900FEK.fastq.gz,ENCSR268ETU,A03,G07
KHDRBS1_K562,KHDRBS1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF413EEC.fastq.gz,ENCFF949DMR.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF651RTO.fastq.gz,ENCFF947CCD.fastq.gz,ENCSR628IDK,A03,G07
LSM11_K562,LSM11,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF122YZY.fastq.gz,ENCFF308SPS.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF924IHY.fastq.gz,ENCFF203JSP.fastq.gz,ENCSR022BVV,A03,G07
MATR3_K562,MATR3,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF401KWK.fastq.gz,ENCFF230VBS.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF991YSW.fastq.gz,ENCFF806OBL.fastq.gz,ENCSR440SUX,A03,G07
NCBP2_K562,NCBP2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF184DBI.fastq.gz,ENCFF093FNE.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF205RFL.fastq.gz,ENCFF608TLJ.fastq.gz,ENCSR484LTQ,A03,G07
NIPBL_K562,NIPBL,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF283GNU.fastq.gz,ENCFF835HJQ.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF742IAV.fastq.gz,ENCFF022RTU.fastq.gz,ENCSR891RIC,A03,G07
PABPC4_K562,PABPC4,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF611LDZ.fastq.gz,ENCFF371WFK.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF662IWF.fastq.gz,ENCFF440SQF.fastq.gz,ENCSR958FKZ,A03,G07
PCBP1_K562,PCBP1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF998SFM.fastq.gz,ENCFF747VRT.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF010ECT.fastq.gz,ENCFF795GKY.fastq.gz,ENCSR922WJV,A03,G07
PUM1_K562,PUM1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF475RBN.fastq.gz,ENCFF294VPI.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF046QBX.fastq.gz,ENCFF353ZJC.fastq.gz,ENCSR308YNT,A03,G07
PUM2_K562,PUM2,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF616FCF.fastq.gz,ENCFF495ZPY.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF956TOZ.fastq.gz,ENCFF133DNM.fastq.gz,ENCSR661ICQ,A03,G07
PUS1_K562,PUS1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF339KXC.fastq.gz,ENCFF586BVD.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF906EMD.fastq.gz,ENCFF479SQA.fastq.gz,ENCSR291XPT,A03,G07
RPS11_K562,RPS11,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF431WVH.fastq.gz,ENCFF159ANK.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF268WIE.fastq.gz,ENCFF449AWG.fastq.gz,ENCSR269AJF,A03,G07
SDAD1_K562,SDAD1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF863JKQ.fastq.gz,ENCFF953KYZ.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF012LSN.fastq.gz,ENCFF019OYM.fastq.gz,ENCSR906ZJF,A03,G07
SF3B1_K562,SF3B1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF231PYQ.fastq.gz,ENCFF185ZHX.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF351MRH.fastq.gz,ENCFF763CZN.fastq.gz,ENCSR133QEA,A03,G07
SMNDC1_K562,SMNDC1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF981COP.fastq.gz,ENCFF842VFC.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF317RZD.fastq.gz,ENCFF457GTR.fastq.gz,ENCSR658IQB,A03,G07
SSB_K562,SSB,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF830PVF.fastq.gz,ENCFF642QNB.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF734LCT.fastq.gz,ENCFF677KYJ.fastq.gz,ENCSR356MSW,A03,G07
SUPV3L1_K562,SUPV3L1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF808KHS.fastq.gz,ENCFF936WEJ.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF171KZO.fastq.gz,ENCFF126HSF.fastq.gz,ENCSR580OFI,A03,G07
UPF1_K562,UPF1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF210JCS.fastq.gz,ENCFF519MAY.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF170KCT.fastq.gz,ENCFF493EKO.fastq.gz,ENCSR456ASB,A03,G07
UTP18_K562,UTP18,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF372JTR.fastq.gz,ENCFF315ECX.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF656OVN.fastq.gz,ENCFF795DXS.fastq.gz,ENCSR964VOX,A03,G07
UTP3_K562,UTP3,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF352XFW.fastq.gz,ENCFF850GVH.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF037SFC.fastq.gz,ENCFF085FSS.fastq.gz,ENCSR734ZHL,A03,G07
WDR3_K562,WDR3,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF639TBT.fastq.gz,ENCFF505OPV.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF915BUQ.fastq.gz,ENCFF270QTE.fastq.gz,ENCSR202HKN,A03,G07
ZC3H11A_K562,ZC3H11A,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF394SQZ.fastq.gz,ENCFF721JZR.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF696WFR.fastq.gz,ENCFF730ZZF.fastq.gz,ENCSR712IAG,A03,G07
ZC3H8_K562,ZC3H8,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF472ZEH.fastq.gz,ENCFF903ROZ.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF411LMS.fastq.gz,ENCFF222OHT.fastq.gz,ENCSR181NRW,A03,G07
ZNF800_K562,ZNF800,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF369AIZ.fastq.gz,ENCFF034ROO.fastq.gz,1,fwd_encode3.fasta,A03_G07.fasta,ENCFF737XQX.fastq.gz,ENCFF631INY.fastq.gz,ENCSR586DGV,A03,G07
AATF_K562,AATF,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF934QLS.fastq.gz,ENCFF440KLK.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF268XIQ.fastq.gz,ENCFF647ZMG.fastq.gz,ENCSR819XBT,A04,F05
FAM120A_K562,FAM120A,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF161YHF.fastq.gz,ENCFF897LLL.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF352HXC.fastq.gz,ENCFF094VBR.fastq.gz,ENCSR006OEQ,A04,F05
FXR1_K562,FXR1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF608BOA.fastq.gz,ENCFF742KQJ.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF004KTT.fastq.gz,ENCFF205KCE.fastq.gz,ENCSR774RFN,A04,F05
GTF2F1_K562,GTF2F1,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF317QOW.fastq.gz,ENCFF057SJT.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF044HRW.fastq.gz,ENCFF520MEC.fastq.gz,ENCSR736AAG,A04,F05
HNRNPL_K562,HNRNPL,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF796BVT.fastq.gz,ENCFF862OAB.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF490VFL.fastq.gz,ENCFF669YDE.fastq.gz,ENCSR795CAI,A04,F05
LIN28B_K562,LIN28B,K562,1,fwd_encode3.fasta,RiL19.fasta,ENCFF064SDM.fastq.gz,ENCFF870VFV.fastq.gz,1,fwd_encode3.fasta,A04_F05.fasta,ENCFF110KUU.fastq.gz,ENCFF594JCF.fastq.gz,ENCSR970NKP,A04,F05
