eclip_id	gt_out_folder	pos_bed	neg_bed	mode_settings	num_pos	min_pos	max_pos	mean_pos	median_pos	num_neg	min_neg	max_neg	mean_neg	median_neg
AGO2_K562_ENCSR048YXG	rnaprot_gt_out/AGO2_K562_ENCSR048YXG_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AGO2_K562_ENCSR048YXG.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AGO2_K562_ENCSR048YXG.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	7822	151	151	151	151.0	7822	151	151	151	151.0
AKAP1_HepG2_ENCSR356ZMO	rnaprot_gt_out/AKAP1_HepG2_ENCSR356ZMO_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AKAP1_HepG2_ENCSR356ZMO.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AKAP1_HepG2_ENCSR356ZMO.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	2850	151	151	151	151.0	2850	151	151	151	151.0
AKAP1_K562_ENCSR177QQY	rnaprot_gt_out/AKAP1_K562_ENCSR177QQY_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AKAP1_K562_ENCSR177QQY.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AKAP1_K562_ENCSR177QQY.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	1071	151	151	151	151	1071	151	151	151	151
AKAP8L_K562_ENCSR206RXT	rnaprot_gt_out/AKAP8L_K562_ENCSR206RXT_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AKAP8L_K562_ENCSR206RXT.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AKAP8L_K562_ENCSR206RXT.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	1725	151	151	151	151	1725	151	151	151	151
APEX1_HepG2_ENCSR554GSW	rnaprot_gt_out/APEX1_HepG2_ENCSR554GSW_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/APEX1_HepG2_ENCSR554GSW.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/APEX1_HepG2_ENCSR554GSW.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	336	151	151	151	151.0	336	151	151	151	151.0
APEX1_K562_ENCSR256NCI	rnaprot_gt_out/APEX1_K562_ENCSR256NCI_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/APEX1_K562_ENCSR256NCI.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/APEX1_K562_ENCSR256NCI.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	100	151	151	151	151.0	100	151	151	151	151.0
APOBEC3C_K562_ENCSR739VVT	rnaprot_gt_out/APOBEC3C_K562_ENCSR739VVT_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/APOBEC3C_K562_ENCSR739VVT.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/APOBEC3C_K562_ENCSR739VVT.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	821	151	151	151	151	821	151	151	151	151
AQR_HepG2_ENCSR018WPY	rnaprot_gt_out/AQR_HepG2_ENCSR018WPY_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AQR_HepG2_ENCSR018WPY.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AQR_HepG2_ENCSR018WPY.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	8572	151	151	151	151.0	8572	151	151	151	151.0
AQR_K562_ENCSR606BPV	rnaprot_gt_out/AQR_K562_ENCSR606BPV_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/AQR_K562_ENCSR606BPV.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/AQR_K562_ENCSR606BPV.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	16380	151	151	151	151.0	16380	151	151	151	151.0
BCCIP_HepG2_ENCSR485QCG	rnaprot_gt_out/BCCIP_HepG2_ENCSR485QCG_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/BCCIP_HepG2_ENCSR485QCG.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/BCCIP_HepG2_ENCSR485QCG.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	376	151	151	151	151.0	376	151	151	151	151.0
BCLAF1_HepG2_ENCSR876EYA	rnaprot_gt_out/BCLAF1_HepG2_ENCSR876EYA_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/BCLAF1_HepG2_ENCSR876EYA.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/BCLAF1_HepG2_ENCSR876EYA.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	21996	151	151	151	151.0	21996	151	151	151	151.0
BUD13_HepG2_ENCSR830BSQ	rnaprot_gt_out/BUD13_HepG2_ENCSR830BSQ_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/BUD13_HepG2_ENCSR830BSQ.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/BUD13_HepG2_ENCSR830BSQ.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	3786	151	151	151	151.0	3786	151	151	151	151.0
BUD13_K562_ENCSR663WES	rnaprot_gt_out/BUD13_K562_ENCSR663WES_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/BUD13_K562_ENCSR663WES.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/BUD13_K562_ENCSR663WES.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	7808	151	151	151	151.0	7808	151	151	151	151.0
CACTIN_HepG2_ENCSR150QBS	rnaprot_gt_out/CACTIN_HepG2_ENCSR150QBS_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CACTIN_HepG2_ENCSR150QBS.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CACTIN_HepG2_ENCSR150QBS.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	285	151	151	151	151	285	151	151	151	151
CACTIN_K562_ENCSR145KZO	rnaprot_gt_out/CACTIN_K562_ENCSR145KZO_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CACTIN_K562_ENCSR145KZO.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CACTIN_K562_ENCSR145KZO.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	273	151	151	151	151	273	151	151	151	151
CDC40_HepG2_ENCSR815VVI	rnaprot_gt_out/CDC40_HepG2_ENCSR815VVI_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CDC40_HepG2_ENCSR815VVI.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CDC40_HepG2_ENCSR815VVI.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	917	151	151	151	151	917	151	151	151	151
CPEB4_K562_ENCSR046JHH	rnaprot_gt_out/CPEB4_K562_ENCSR046JHH_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CPEB4_K562_ENCSR046JHH.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CPEB4_K562_ENCSR046JHH.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	137	151	151	151	151	137	151	151	151	151
CPSF6_K562_ENCSR532VUB	rnaprot_gt_out/CPSF6_K562_ENCSR532VUB_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CPSF6_K562_ENCSR532VUB.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CPSF6_K562_ENCSR532VUB.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	616	151	151	151	151.0	616	151	151	151	151.0
CSTF2T_HepG2_ENCSR919HSE	rnaprot_gt_out/CSTF2T_HepG2_ENCSR919HSE_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CSTF2T_HepG2_ENCSR919HSE.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CSTF2T_HepG2_ENCSR919HSE.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	12551	151	151	151	151	12551	151	151	151	151
CSTF2T_K562_ENCSR840DRD	rnaprot_gt_out/CSTF2T_K562_ENCSR840DRD_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CSTF2T_K562_ENCSR840DRD.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CSTF2T_K562_ENCSR840DRD.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	7924	151	151	151	151.0	7924	151	151	151	151.0
CSTF2_HepG2_ENCSR384MWO	rnaprot_gt_out/CSTF2_HepG2_ENCSR384MWO_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/CSTF2_HepG2_ENCSR384MWO.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/CSTF2_HepG2_ENCSR384MWO.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	2327	151	151	151	151	2327	151	151	151	151
DDX1_K562_ENCSR293FWY	rnaprot_gt_out/DDX1_K562_ENCSR293FWY_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX1_K562_ENCSR293FWY.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX1_K562_ENCSR293FWY.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	2723	151	151	151	151	2723	151	151	151	151
DDX24_K562_ENCSR999WKT	rnaprot_gt_out/DDX24_K562_ENCSR999WKT_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX24_K562_ENCSR999WKT.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX24_K562_ENCSR999WKT.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	7602	151	151	151	151.0	7602	151	151	151	151.0
DDX3X_HepG2_ENCSR648LAH	rnaprot_gt_out/DDX3X_HepG2_ENCSR648LAH_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX3X_HepG2_ENCSR648LAH.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX3X_HepG2_ENCSR648LAH.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	4604	151	151	151	151.0	4604	151	151	151	151.0
DDX3X_K562_ENCSR930BZL	rnaprot_gt_out/DDX3X_K562_ENCSR930BZL_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX3X_K562_ENCSR930BZL.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX3X_K562_ENCSR930BZL.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	4570	151	151	151	151.0	4570	151	151	151	151.0
DDX42_K562_ENCSR576SHT	rnaprot_gt_out/DDX42_K562_ENCSR576SHT_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX42_K562_ENCSR576SHT.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX42_K562_ENCSR576SHT.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	96	151	151	151	151.0	96	151	151	151	151.0
DDX43_K562_ENCSR008MQM	rnaprot_gt_out/DDX43_K562_ENCSR008MQM_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX43_K562_ENCSR008MQM.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX43_K562_ENCSR008MQM.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	7482	151	151	151	151.0	7482	151	151	151	151.0
DDX47_K562_ENCSR631HUN	rnaprot_gt_out/DDX47_K562_ENCSR631HUN_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX47_K562_ENCSR631HUN.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX47_K562_ENCSR631HUN.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	175	151	151	151	151	175	151	151	151	151
DDX51_K562_ENCSR145NLR	rnaprot_gt_out/DDX51_K562_ENCSR145NLR_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX51_K562_ENCSR145NLR.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX51_K562_ENCSR145NLR.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	336	151	151	151	151.0	336	151	151	151	151.0
DDX52_HepG2_ENCSR970FEW	rnaprot_gt_out/DDX52_HepG2_ENCSR970FEW_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX52_HepG2_ENCSR970FEW.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX52_HepG2_ENCSR970FEW.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	121	151	151	151	151	121	151	151	151	151
DDX52_K562_ENCSR154CSN	rnaprot_gt_out/DDX52_K562_ENCSR154CSN_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX52_K562_ENCSR154CSN.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX52_K562_ENCSR154CSN.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	1037	151	151	151	151	1037	151	151	151	151
DDX55_HepG2_ENCSR845VGB	rnaprot_gt_out/DDX55_HepG2_ENCSR845VGB_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX55_HepG2_ENCSR845VGB.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX55_HepG2_ENCSR845VGB.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	1186	151	151	151	151.0	1186	151	151	151	151.0
DDX55_K562_ENCSR923NKN	rnaprot_gt_out/DDX55_K562_ENCSR923NKN_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX55_K562_ENCSR923NKN.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX55_K562_ENCSR923NKN.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	859	151	151	151	151	859	151	151	151	151
DDX59_HepG2_ENCSR214BZA	rnaprot_gt_out/DDX59_HepG2_ENCSR214BZA_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX59_HepG2_ENCSR214BZA.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX59_HepG2_ENCSR214BZA.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	2080	151	151	151	151.0	2080	151	151	151	151.0
DDX6_HepG2_ENCSR141OIM	rnaprot_gt_out/DDX6_HepG2_ENCSR141OIM_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX6_HepG2_ENCSR141OIM.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX6_HepG2_ENCSR141OIM.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	325	151	151	151	151	325	151	151	151	151
DDX6_K562_ENCSR893EFU	rnaprot_gt_out/DDX6_K562_ENCSR893EFU_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DDX6_K562_ENCSR893EFU.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DDX6_K562_ENCSR893EFU.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	1512	151	151	151	151.0	1512	151	151	151	151.0
DEK_HepG2_ENCSR332LFL	rnaprot_gt_out/DEK_HepG2_ENCSR332LFL_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DEK_HepG2_ENCSR332LFL.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DEK_HepG2_ENCSR332LFL.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	234	151	151	151	151.0	234	151	151	151	151.0
DEK_K562_ENCSR691HQP	rnaprot_gt_out/DEK_K562_ENCSR691HQP_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DEK_K562_ENCSR691HQP.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DEK_K562_ENCSR691HQP.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	89	151	151	151	151	89	151	151	151	151
DGCR8_HepG2_ENCSR061SZV	rnaprot_gt_out/DGCR8_HepG2_ENCSR061SZV_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_HepG2_ENCSR061SZV.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_HepG2_ENCSR061SZV.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	884	151	151	151	151.0	884	151	151	151	151.0
DGCR8_K562_ENCSR947JVR	rnaprot_gt_out/DGCR8_K562_ENCSR947JVR_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_K562_ENCSR947JVR.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_K562_ENCSR947JVR.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	637	151	151	151	151	637	151	151	151	151
DGCR8_adrenal-gland_ENCSR634MFO	rnaprot_gt_out/DGCR8_adrenal-gland_ENCSR634MFO_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_adrenal-gland_ENCSR634MFO.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DGCR8_adrenal-gland_ENCSR634MFO.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	185	151	151	151	151	185	151	151	151	151
DHX30_HepG2_ENCSR565DGW	rnaprot_gt_out/DHX30_HepG2_ENCSR565DGW_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DHX30_HepG2_ENCSR565DGW.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DHX30_HepG2_ENCSR565DGW.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	87	151	151	151	151	87	151	151	151	151
DHX30_K562_ENCSR529GSJ	rnaprot_gt_out/DHX30_K562_ENCSR529GSJ_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DHX30_K562_ENCSR529GSJ.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DHX30_K562_ENCSR529GSJ.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	687	151	151	151	151	687	151	151	151	151
DKC1_HepG2_ENCSR301TFY	rnaprot_gt_out/DKC1_HepG2_ENCSR301TFY_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DKC1_HepG2_ENCSR301TFY.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DKC1_HepG2_ENCSR301TFY.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	697	151	151	151	151	697	151	151	151	151
DROSHA_HepG2_ENCSR834YLD	rnaprot_gt_out/DROSHA_HepG2_ENCSR834YLD_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DROSHA_HepG2_ENCSR834YLD.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DROSHA_HepG2_ENCSR834YLD.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	1229	151	151	151	151	1229	151	151	151	151
DROSHA_K562_ENCSR653HQC	rnaprot_gt_out/DROSHA_K562_ENCSR653HQC_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/DROSHA_K562_ENCSR653HQC.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/DROSHA_K562_ENCSR653HQC.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	3034	151	151	151	151.0	3034	151	151	151	151.0
EED_K562_ENCSR171XCR	rnaprot_gt_out/EED_K562_ENCSR171XCR_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EED_K562_ENCSR171XCR.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EED_K562_ENCSR171XCR.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	10487	151	151	151	151	10487	151	151	151	151
EEF2_K562_ENCSR004VIR	rnaprot_gt_out/EEF2_K562_ENCSR004VIR_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EEF2_K562_ENCSR004VIR.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EEF2_K562_ENCSR004VIR.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	85	151	151	151	151	85	151	151	151	151
EFTUD2_HepG2_ENCSR527DXF	rnaprot_gt_out/EFTUD2_HepG2_ENCSR527DXF_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EFTUD2_HepG2_ENCSR527DXF.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EFTUD2_HepG2_ENCSR527DXF.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	5643	151	151	151	151	5643	151	151	151	151
EFTUD2_K562_ENCSR844RVX	rnaprot_gt_out/EFTUD2_K562_ENCSR844RVX_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EFTUD2_K562_ENCSR844RVX.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EFTUD2_K562_ENCSR844RVX.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	4590	151	151	151	151.0	4590	151	151	151	151.0
EIF3A_K562_ENCSR311SHM	rnaprot_gt_out/EIF3A_K562_ENCSR311SHM_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF3A_K562_ENCSR311SHM.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF3A_K562_ENCSR311SHM.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	7427	151	151	151	151	7427	151	151	151	151
EIF3D_HepG2_ENCSR041NUV	rnaprot_gt_out/EIF3D_HepG2_ENCSR041NUV_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF3D_HepG2_ENCSR041NUV.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF3D_HepG2_ENCSR041NUV.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	744	151	151	151	151.0	744	151	151	151	151.0
EIF3G_K562_ENCSR023PKW	rnaprot_gt_out/EIF3G_K562_ENCSR023PKW_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF3G_K562_ENCSR023PKW.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF3G_K562_ENCSR023PKW.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	237	151	151	151	151	237	151	151	151	151
EIF3H_HepG2_ENCSR916XIV	rnaprot_gt_out/EIF3H_HepG2_ENCSR916XIV_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF3H_HepG2_ENCSR916XIV.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF3H_HepG2_ENCSR916XIV.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	2176	151	151	151	151.0	2176	151	151	151	151.0
EIF4E_HepG2_ENCSR383BCQ	rnaprot_gt_out/EIF4E_HepG2_ENCSR383BCQ_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF4E_HepG2_ENCSR383BCQ.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF4E_HepG2_ENCSR383BCQ.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	2607	151	151	151	151	2607	151	151	151	151
EIF4E_K562_ENCSR391BBA	rnaprot_gt_out/EIF4E_K562_ENCSR391BBA_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF4E_K562_ENCSR391BBA.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF4E_K562_ENCSR391BBA.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	1754	151	151	151	151.0	1754	151	151	151	151.0
EIF4G2_K562_ENCSR307YIW	rnaprot_gt_out/EIF4G2_K562_ENCSR307YIW_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EIF4G2_K562_ENCSR307YIW.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EIF4G2_K562_ENCSR307YIW.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	3044	151	151	151	151.0	3044	151	151	151	151.0
ELAC2_K562_ENCSR440MSY	rnaprot_gt_out/ELAC2_K562_ENCSR440MSY_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/ELAC2_K562_ENCSR440MSY.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/ELAC2_K562_ENCSR440MSY.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	6825	151	151	151	151	6825	151	151	151	151
ELAVL1_HepG2_ENCSR296TSJ	rnaprot_gt_out/ELAVL1_HepG2_ENCSR296TSJ_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/ELAVL1_HepG2_ENCSR296TSJ.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/ELAVL1_HepG2_ENCSR296TSJ.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	3575	151	151	151	151	3575	151	151	151	151
ELAVL1_K562_ENCSR090LNQ	rnaprot_gt_out/ELAVL1_K562_ENCSR090LNQ_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/ELAVL1_K562_ENCSR090LNQ.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/ELAVL1_K562_ENCSR090LNQ.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	6428	151	151	151	151.0	6428	151	151	151	151.0
EWSR1_K562_ENCSR887LPK	rnaprot_gt_out/EWSR1_K562_ENCSR887LPK_fixlen_151_gt_out	rnaprot_gt_out/pos_neg_fasta_out/EWSR1_K562_ENCSR887LPK.fixlen_151.positives.bed	rnaprot_gt_out/pos_neg_fasta_out/EWSR1_K562_ENCSR887LPK.fixlen_151.negatives.bed	--max-len 200 --mode 1 --seq-ext 75 --seed 1	6627	151	151	151	151	6627	151	151	151	151
